"","entrez_id","symbol","n_exons","length","source","Symbol"
"2271","2271","FH",10,1867,"IGIS","FH"
"2272","2272","FHIT",19,11324,"external","FHIT"
"2273","2273","FHL1",28,11566,"IGIS","FHL1"
"2274","2274","FHL2",17,4867,"IGIS","FHL2"
"2275","2275","FHL3",9,2714,"IGIS","FHL3"
"2277","2277","FIGF",7,2074,"IGIS","FIGF"
"22794","22794","CASC3",28,8127,"IGIS","CASC3"
"22795","22795","NID2",25,6340,"IGIS","NID2"
"22796","22796","COG2",19,3100,"IGIS","COG2"
"22797","22797","TFEC",11,12258,"IGIS","TFEC"
"22798","22798","LAMB4",36,5972,"IGIS","LAMB4"
"2280","2280","FKBP1A",11,3795,"IGIS","FKBP1A"
"22800","22800","RRAS2",10,3084,"IGIS","RRAS2"
"22801","22801","ITGA11",32,9548,"IGIS","ITGA11"
"22802","22802","CLCA4",29,6683,"IGIS","CLCA4"
"22803","22803","XRN2",30,3435,"IGIS","XRN2"
"22806","22806","IKZF3",12,10320,"IGIS","IKZF3"
"22807","22807","IKZF2",18,21306,"IGIS","IKZF2"
"22808","22808","MRAS",16,9491,"IGIS","MRAS"
"22809","22809","ATF5",8,4574,"IGIS","ATF5"
"2281","2281","FKBP1B",5,1615,"IGIS","FKBP1B"
"22818","22818","COPZ1",19,3973,"IGIS","COPZ1"
"2282","2282","FKBP1AP1",2,1662,"IGIS","FKBP1AP1"
"22820","22820","COPG1",24,3074,"IGIS","COPG1"
"22821","22821","RASA3",27,4824,"IGIS","RASA3"
"22822","22822","PHLDA1",2,5913,"IGIS","PHLDA1"
"22823","22823","MTF2",20,4722,"IGIS","MTF2"
"22824","22824","HSPA4L",21,4883,"IGIS","HSPA4L"
"22826","22826","DNAJC8",9,1765,"IGIS","DNAJC8"
"22827","22827","PUF60",15,2236,"IGIS","PUF60"
"22828","22828","SCAF8",26,5906,"IGIS","SCAF8"
"22829","22829","NLGN4Y",22,17307,"IGIS","NLGN4Y"
"22832","22832","CEP162",57,8863,"IGIS","CEP162"
"22834","22834","ZNF652",12,15375,"IGIS","ZNF652"
"22835","22835","ZFP30",11,6619,"IGIS","ZFP30"
"22836","22836","RHOBTB3",12,5566,"IGIS","RHOBTB3"
"22837","22837","COBLL1",19,11415,"IGIS","COBLL1"
"22838","22838","RNF44",22,8502,"IGIS","RNF44"
"22839","22839","DLGAP4",36,15208,"IGIS","DLGAP4"
"22841","22841","RAB11FIP2",7,7097,"IGIS","RAB11FIP2"
"22843","22843","PPM1E",16,18234,"IGIS","PPM1E"
"22844","22844","FRMPD1",16,4916,"IGIS","FRMPD1"
"22845","22845","DOLK",1,2204,"IGIS","DOLK"
"22846","22846","VASH1",9,7481,"IGIS","VASH1"
"22847","22847","ZNF507",7,7718,"IGIS","ZNF507"
"22848","22848","AAK1",22,21265,"IGIS","AAK1"
"22849","22849","CPEB3",17,10569,"IGIS","CPEB3"
"22850","22850","ADNP2",5,5684,"IGIS","ADNP2"
"22852","22852","ANKRD26",81,17872,"IGIS","ANKRD26"
"22853","22853","LMTK2",14,8946,"IGIS","LMTK2"
"22854","22854","NTNG1",15,6987,"IGIS","NTNG1"
"22856","22856","CHSY1",5,7853,"IGIS","CHSY1"
"22858","22858","ICK",15,6238,"IGIS","ICK"
"22859","22859","LPHN1",33,9020,"IGIS","LPHN1"
"2286","2286","FKBP2",11,1298,"IGIS","FKBP2"
"22861","22861","NLRP1",19,6180,"IGIS","NLRP1"
"22862","22862","FNDC3A",56,15826,"IGIS","FNDC3A"
"22863","22863","ATG14",10,4743,"IGIS","ATG14"
"22864","22864","R3HDM2",46,7912,"IGIS","R3HDM2"
"22865","22865","SLITRK3",4,11668,"IGIS","SLITRK3"
"22866","22866","CNKSR2",26,11354,"IGIS","CNKSR2"
"22868","22868","FASTKD2",14,7572,"IGIS","FASTKD2"
"22869","22869","ZNF510",13,11026,"IGIS","ZNF510"
"2287","2287","FKBP3",7,1347,"IGIS","FKBP3"
"22870","22870","PPP6R1",28,4554,"IGIS","PPP6R1"
"22871","22871","NLGN1",13,12257,"IGIS","NLGN1"
"22872","22872","SEC31A",86,14484,"IGIS","SEC31A"
"22873","22873","DZIP1",28,10242,"IGIS","DZIP1"
"22874","22874","PLEKHA6",402,71766,"IGIS","PLEKHA6"
"22875","22875","ENPP4",4,4680,"IGIS","ENPP4"
"22876","22876","INPP5F",26,8923,"IGIS","INPP5F"
"22877","22877","MLXIP",25,11365,"IGIS","MLXIP"
"22878","22878","TRAPPC8",34,8274,"IGIS","TRAPPC8"
"22879","22879","MON1B",7,3672,"IGIS","MON1B"
"2288","2288","FKBP4",10,3743,"IGIS","FKBP4"
"22880","22880","MORC2",32,7387,"IGIS","MORC2"
"22881","22881","ANKRD6",23,8078,"IGIS","ANKRD6"
"22882","22882","ZHX2",13,14271,"IGIS","ZHX2"
"22883","22883","CLSTN1",21,7190,"IGIS","CLSTN1"
"22884","22884","WDR37",14,4611,"IGIS","WDR37"
"22885","22885","ABLIM3",111,23317,"IGIS","ABLIM3"
"22887","22887","FOXJ3",23,10002,"IGIS","FOXJ3"
"22888","22888","UBOX5",6,7082,"IGIS","UBOX5"
"22889","22889","KIAA0907",14,2945,"IGIS","KIAA0907"
"2289","2289","FKBP5",15,10824,"IGIS","FKBP5"
"22890","22890","ZBTB1",9,11725,"IGIS","ZBTB1"
"22891","22891","ZNF365",15,7522,"IGIS","ZNF365"
"22893","22893","BAHD1",26,17109,"IGIS","BAHD1"
"22894","22894","DIS3",26,9642,"IGIS","DIS3"
"22895","22895","RPH3A",22,4594,"IGIS","RPH3A"
"22897","22897","CEP164",76,15556,"IGIS","CEP164"
"22898","22898","DENND3",53,12949,"IGIS","DENND3"
"22899","22899","ARHGEF15",24,6570,"IGIS","ARHGEF15"
"229","229","ALDOB",9,2426,"IGIS","ALDOB"
"2290","2290","FOXG1",1,3206,"IGIS","FOXG1"
"22900","22900","CARD8",120,43788,"IGIS","CARD8"
"22901","22901","ARSG",47,9941,"IGIS","ARSG"
"22902","22902","RUFY3",102,27339,"IGIS","RUFY3"
"22903","22903","BTBD3",14,7555,"IGIS","BTBD3"
"22904","22904","SBNO2",36,6427,"IGIS","SBNO2"
"22905","22905","EPN2",16,6698,"IGIS","EPN2"
"22906","22906","TRAK1",96,25992,"IGIS","TRAK1"
"22907","22907","DHX30",32,6543,"IGIS","DHX30"
"22908","22908","SACM1L",35,4993,"IGIS","SACM1L"
"22909","22909","FAN1",124,35152,"IGIS","FAN1"
"22911","22911","WDR47",20,6413,"IGIS","WDR47"
"22913","22913","RALY",49,13928,"IGIS","RALY"
"22914","22914","KLRK1",8,1589,"IGIS","KLRK1"
"22915","22915","MMRN1",9,5708,"IGIS","MMRN1"
"22916","22916","NCBP2",7,2838,"IGIS","NCBP2"
"22917","22917","ZP1",12,1972,"IGIS","ZP1"
"22918","22918","CD93",2,6701,"IGIS","CD93"
"22919","22919","MAPRE1",7,2623,"IGIS","MAPRE1"
"22920","22920","KIFAP3",27,5804,"IGIS","KIFAP3"
"22921","22921","MSRB2",5,1811,"IGIS","MSRB2"
"22924","22924","MAPRE3",11,3928,"IGIS","MAPRE3"
"22925","22925","PLA2R1",134,23324,"IGIS","PLA2R1"
"22926","22926","ATF6",21,8007,"IGIS","ATF6"
"22927","22927","HABP4",9,2684,"IGIS","HABP4"
"22928","22928","SEPHS2",1,2351,"IGIS","SEPHS2"
"22929","22929","SEPHS1",11,5396,"IGIS","SEPHS1"
"22930","22930","RAB3GAP1",52,8325,"IGIS","RAB3GAP1"
"22931","22931","RAB18",16,14439,"IGIS","RAB18"
"22932","22932","POMZP3",12,2874,"IGIS","POMZP3"
"22933","22933","SIRT2",35,5490,"IGIS","SIRT2"
"22934","22934","RPIA",9,1834,"IGIS","RPIA"
"22936","22936","ELL2",16,6891,"IGIS","ELL2"
"22937","22937","SCAP",31,6323,"IGIS","SCAP"
"22938","22938","SNW1",29,5207,"IGIS","SNW1"
"2294","2294","FOXF1",2,2562,"IGIS","FOXF1"
"22941","22941","SHANK2",39,22724,"IGIS","SHANK2"
"22943","22943","DKK1",4,1805,"IGIS","DKK1"
"22944","22944","KIN",31,11043,"IGIS","KIN"
"22947","22947","DUX4L1",1,1380,"IGIS","DUX4L1"
"22948","22948","CCT5",11,3403,"IGIS","CCT5"
"22949","22949","PTGR1",23,2934,"IGIS","PTGR1"
"2295","2295","FOXF2",2,2187,"IGIS","FOXF2"
"22950","22950","SLC4A1AP",14,2970,"IGIS","SLC4A1AP"
"22952","22952","CYP2G1P",5,2511,"IGIS","CYP2G1P"
"22953","22953","P2RX2",28,6898,"IGIS","P2RX2"
"22954","22954","TRIM32",4,7436,"IGIS","TRIM32"
"22955","22955","SCMH1",47,8612,"IGIS","SCMH1"
"2296","2296","FOXC1",1,3452,"IGIS","FOXC1"
"2297","2297","FOXD1",1,2272,"IGIS","FOXD1"
"22973","22973","LAMB2P1",1,1543,"IGIS","LAMB2P1"
"22974","22974","TPX2",21,4955,"IGIS","TPX2"
"22976","22976","PAXIP1",27,4682,"IGIS","PAXIP1"
"22977","22977","AKR7A3",7,1241,"IGIS","AKR7A3"
"22978","22978","NT5C2",31,7006,"IGIS","NT5C2"
"22979","22979","EFR3B",23,7458,"IGIS","EFR3B"
"2298","2298","FOXD4",1,2187,"IGIS","FOXD4"
"22980","22980","TCF25",30,4009,"IGIS","TCF25"
"22981","22981","NINL",32,7039,"IGIS","NINL"
"22982","22982","DIP2C",44,12092,"IGIS","DIP2C"
"22983","22983","MAST1",34,5778,"IGIS","MAST1"
"22984","22984","PDCD11",39,7686,"IGIS","PDCD11"
"22985","22985","ACIN1",50,14035,"IGIS","ACIN1"
"22986","22986","SORCS3",27,5757,"IGIS","SORCS3"
"22987","22987","SV2C",28,6523,"IGIS","SV2C"
"22989","22989","MYH15",42,7074,"IGIS","MYH15"
"2299","2299","FOXI1",4,3819,"IGIS","FOXI1"
"22990","22990","PCNX",78,20353,"IGIS","PCNX"
"22992","22992","KDM2A",49,19023,"IGIS","KDM2A"
"22993","22993","HMGXB3",23,6850,"IGIS","HMGXB3"
"22994","22994","CEP131",29,4231,"IGIS","CEP131"
"22995","22995","CEP152",29,7367,"IGIS","CEP152"
"22996","22996","TTC39A",107,17784,"IGIS","TTC39A"
"22997","22997","IGSF9B",22,5835,"IGIS","IGSF9B"
"22998","22998","LIMCH1",47,9675,"IGIS","LIMCH1"
"22999","22999","RIMS1",47,10218,"IGIS","RIMS1"
"23","23","ABCF1",25,3464,"IGIS","ABCF1"
"230","230","ALDOC",13,2443,"IGIS","ALDOC"
"2300","2300","FOXL1",1,3190,"IGIS","FOXL1"
"23001","23001","WDFY3",74,18476,"IGIS","WDFY3"
"23002","23002","DAAM1",53,12259,"IGIS","DAAM1"
"23005","23005","MAPKBP1",67,14841,"IGIS","MAPKBP1"
"23007","23007","PLCH1",54,17254,"IGIS","PLCH1"
"23008","23008","KLHDC10",12,11887,"IGIS","KLHDC10"
"2301","2301","FOXE3",1,1981,"IGIS","FOXE3"
"23011","23011","RAB21",7,2627,"IGIS","RAB21"
"23012","23012","STK38L",22,5856,"IGIS","STK38L"
"23013","23013","SPEN",15,12227,"IGIS","SPEN"
"23014","23014","FBXO21",13,4424,"IGIS","FBXO21"
"23015","23015","GOLGA8A",42,10987,"IGIS","GOLGA8A"
"23016","23016","EXOSC7",21,3372,"IGIS","EXOSC7"
"23017","23017","FAIM2",13,4857,"IGIS","FAIM2"
"23019","23019","CNOT1",101,18003,"IGIS","CNOT1"
"2302","2302","FOXJ1",3,2641,"IGIS","FOXJ1"
"23020","23020","SNRNP200",45,7219,"IGIS","SNRNP200"
"23022","23022","PALLD",97,28596,"IGIS","PALLD"
"23023","23023","TMCC1",23,13839,"IGIS","TMCC1"
"23024","23024","PDZRN3",12,7014,"IGIS","PDZRN3"
"23025","23025","UNC13A",47,15051,"IGIS","UNC13A"
"23026","23026","MYO16",37,7788,"IGIS","MYO16"
"23028","23028","KDM1A",26,5481,"IGIS","KDM1A"
"23029","23029","RBM34",22,3847,"IGIS","RBM34"
"2303","2303","FOXC2",1,1683,"IGIS","FOXC2"
"23030","23030","KDM4B",26,5850,"IGIS","KDM4B"
"23031","23031","MAST3",40,9682,"IGIS","MAST3"
"23032","23032","USP33",51,8950,"IGIS","USP33"
"23033","23033","DOPEY1",407,90046,"IGIS","DOPEY1"
"23034","23034","SAMD4A",14,7051,"IGIS","SAMD4A"
"23035","23035","PHLPP2",21,9327,"IGIS","PHLPP2"
"23036","23036","ZNF292",13,19922,"IGIS","ZNF292"
"23037","23037","PDZD2",37,15475,"IGIS","PDZD2"
"23038","23038","WDTC1",17,4925,"IGIS","WDTC1"
"23039","23039","XPO7",28,4863,"IGIS","XPO7"
"2304","2304","FOXE1",1,3461,"IGIS","FOXE1"
"23040","23040","MYT1L",29,8404,"IGIS","MYT1L"
"23041","23041","MON2",117,35423,"IGIS","MON2"
"23042","23042","PDXDC1",34,9323,"IGIS","PDXDC1"
"23043","23043","TNIK",37,6640,"IGIS","TNIK"
"23046","23046","KIF21B",36,14133,"IGIS","KIF21B"
"23047","23047","PDS5B",40,9499,"IGIS","PDS5B"
"23048","23048","FNBP1",24,10218,"IGIS","FNBP1"
"23049","23049","SMG1",68,22199,"IGIS","SMG1"
"2305","2305","FOXM1",13,5849,"IGIS","FOXM1"
"23051","23051","ZHX3",27,59977,"IGIS","ZHX3"
"23052","23052","ENDOD1",2,4693,"IGIS","ENDOD1"
"23053","23053","ZSWIM8",35,9260,"IGIS","ZSWIM8"
"23054","23054","NCOA6",34,15126,"IGIS","NCOA6"
"23057","23057","NMNAT2",12,5765,"IGIS","NMNAT2"
"23059","23059","CLUAP1",16,5526,"IGIS","CLUAP1"
"2306","2306","FOXD2",1,4675,"IGIS","FOXD2"
"23060","23060","ZNF609",9,8618,"IGIS","ZNF609"
"23061","23061","TBC1D9B",22,5165,"IGIS","TBC1D9B"
"23062","23062","GGA2",35,13053,"IGIS","GGA2"
"23063","23063","WAPAL",23,7572,"IGIS","WAPAL"
"23064","23064","SETX",31,11547,"IGIS","SETX"
"23065","23065","EMC1",28,8393,"IGIS","EMC1"
"23066","23066","CAND2",16,4690,"IGIS","CAND2"
"23067","23067","SETD1B",22,9240,"IGIS","SETD1B"
"2307","2307","FOXS1",1,1318,"IGIS","FOXS1"
"23070","23070","CMTR1",26,4700,"IGIS","CMTR1"
"23071","23071","ERP44",12,4862,"IGIS","ERP44"
"23072","23072","HECW1",34,10625,"IGIS","HECW1"
"23074","23074","UHRF1BP1L",29,7120,"IGIS","UHRF1BP1L"
"23075","23075","SWAP70",26,13270,"IGIS","SWAP70"
"23076","23076","RRP1B",16,5087,"IGIS","RRP1B"
"23077","23077","MYCBP2",89,16194,"IGIS","MYCBP2"
"23078","23078","VWA8",50,8152,"IGIS","VWA8"
"2308","2308","FOXO1",3,5738,"IGIS","FOXO1"
"23080","23080","AVL9",21,8407,"IGIS","AVL9"
"23081","23081","KDM4C",48,11534,"IGIS","KDM4C"
"23082","23082","PPRC1",27,9815,"IGIS","PPRC1"
"23085","23085","ERC1",57,27929,"IGIS","ERC1"
"23086","23086","EXPH5",11,16661,"IGIS","EXPH5"
"23087","23087","TRIM35",10,8089,"IGIS","TRIM35"
"23089","23089","PEG10",4,13202,"IGIS","PEG10"
"2309","2309","FOXO3",13,27737,"IGIS","FOXO3"
"23090","23090","ZNF423",15,6786,"IGIS","ZNF423"
"23091","23091","ZC3H13",30,11486,"IGIS","ZC3H13"
"23092","23092","ARHGAP26",41,20960,"IGIS","ARHGAP26"
"23093","23093","TTLL5",32,4757,"IGIS","TTLL5"
"23094","23094","SIPA1L3",48,15103,"IGIS","SIPA1L3"
"23095","23095","KIF1B",48,16016,"IGIS","KIF1B"
"23096","23096","IQSEC2",26,14418,"IGIS","IQSEC2"
"23097","23097","CDK19",59,25432,"IGIS","CDK19"
"23098","23098","SARM1",9,7305,"IGIS","SARM1"
"23099","23099","ZBTB43",5,6202,"IGIS","ZBTB43"
"231","231","AKR1B1",13,2085,"IGIS","AKR1B1"
"2310","2310","FOXO3B",1,7259,"IGIS","FOXO3B"
"23101","23101","MCF2L2",30,5013,"IGIS","MCF2L2"
"23102","23102","TBC1D2B",17,9691,"IGIS","TBC1D2B"
"23105","23105","FSTL4",16,5382,"IGIS","FSTL4"
"23107","23107","MRPS27",13,2900,"IGIS","MRPS27"
"23108","23108","RAP1GAP2",149,39685,"IGIS","RAP1GAP2"
"23109","23109","DDN",2,3744,"IGIS","DDN"
"23111","23111","SPG20",18,5934,"IGIS","SPG20"
"23112","23112","TNRC6B",27,18695,"IGIS","TNRC6B"
"23113","23113","CUL9",76,14186,"IGIS","CUL9"
"23114","23114","NFASC",53,15897,"IGIS","NFASC"
"23116","23116","FAM179B",31,12350,"IGIS","FAM179B"
"23117","23117","NPIPB3",9,3626,"IGIS","NPIPB3"
"23118","23118","TAB2",32,15433,"IGIS","TAB2"
"23119","23119","HIC2",4,7726,"IGIS","HIC2"
"2312","2312","FLG",3,12747,"IGIS","FLG"
"23120","23120","ATP10B",29,8237,"IGIS","ATP10B"
"23122","23122","CLASP2",49,9019,"IGIS","CLASP2"
"23125","23125","CAMTA2",34,7901,"IGIS","CAMTA2"
"23126","23126","POGZ",25,8251,"IGIS","POGZ"
"23127","23127","COLGALT2",25,7631,"IGIS","COLGALT2"
"23129","23129","PLXND1",36,6977,"IGIS","PLXND1"
"2313","2313","FLI1",14,4797,"IGIS","FLI1"
"23130","23130","ATG2A",45,7651,"IGIS","ATG2A"
"23131","23131","GPATCH8",23,14326,"IGIS","GPATCH8"
"23132","23132","RAD54L2",48,17528,"IGIS","RAD54L2"
"23133","23133","PHF8",36,10865,"IGIS","PHF8"
"23135","23135","KDM6B",31,9964,"IGIS","KDM6B"
"23136","23136","EPB41L3",488,91803,"IGIS","EPB41L3"
"23137","23137","SMC5",25,5965,"IGIS","SMC5"
"23138","23138","N4BP3",8,11232,"IGIS","N4BP3"
"23139","23139","MAST2",41,11522,"IGIS","MAST2"
"2314","2314","FLII",34,5271,"IGIS","FLII"
"23140","23140","ZZEF1",109,22965,"IGIS","ZZEF1"
"23141","23141","ANKLE2",19,7248,"IGIS","ANKLE2"
"23142","23142","DCUN1D4",36,10279,"IGIS","DCUN1D4"
"23143","23143","LRCH1",21,8083,"IGIS","LRCH1"
"23144","23144","ZC3H3",27,5899,"IGIS","ZC3H3"
"23145","23145","SSPO",103,15599,"IGIS","SSPO"
"23148","23148","NACAD",11,8254,"IGIS","NACAD"
"23149","23149","FCHO1",40,4464,"IGIS","FCHO1"
"2315","2315","MLANA",7,3664,"IGIS","MLANA"
"23150","23150","FRMD4B",29,6370,"IGIS","FRMD4B"
"23151","23151","GRAMD4",28,10366,"IGIS","GRAMD4"
"23152","23152","CIC",25,7402,"IGIS","CIC"
"23154","23154","NCDN",9,3865,"IGIS","NCDN"
"23155","23155","CLCC1",40,18024,"IGIS","CLCC1"
"23157","23157","SEPT6",49,14433,"IGIS","SEPT6"
"23158","23158","TBC1D9",21,5486,"IGIS","TBC1D9"
"2316","2316","FLNA",48,8510,"IGIS","FLNA"
"23160","23160","WDR43",18,3501,"IGIS","WDR43"
"23161","23161","SNX13",30,8099,"IGIS","SNX13"
"23162","23162","MAPK8IP3",41,10246,"IGIS","MAPK8IP3"
"23163","23163","GGA3",77,18969,"IGIS","GGA3"
"23164","23164","MPRIP",100,64424,"IGIS","MPRIP"
"23165","23165","NUP205",45,6509,"IGIS","NUP205"
"23166","23166","STAB1",177,19593,"IGIS","STAB1"
"23167","23167","EFR3A",26,8515,"IGIS","EFR3A"
"23168","23168","RTF1",18,5021,"IGIS","RTF1"
"23169","23169","SLC35D1",30,18569,"IGIS","SLC35D1"
"2317","2317","FLNB",55,12188,"IGIS","FLNB"
"23170","23170","TTLL12",14,3383,"IGIS","TTLL12"
"23171","23171","GPD1L",11,7111,"IGIS","GPD1L"
"23172","23172","FAM175B",9,2992,"IGIS","FAM175B"
"23173","23173","METAP1",16,6672,"IGIS","METAP1"
"23174","23174","ZCCHC14",29,15722,"IGIS","ZCCHC14"
"23175","23175","LPIN1",32,7935,"IGIS","LPIN1"
"23176","23176","SEPT8",41,25946,"IGIS","SEPT8"
"23177","23177","CEP68",20,13591,"IGIS","CEP68"
"23178","23178","PASK",43,11018,"IGIS","PASK"
"23179","23179","RGL1",93,25297,"IGIS","RGL1"
"2318","2318","FLNC",50,10065,"IGIS","FLNC"
"23180","23180","RFTN1",18,5498,"IGIS","RFTN1"
"23181","23181","DIP2A",43,8652,"IGIS","DIP2A"
"23184","23184","MESDC2",3,4243,"IGIS","MESDC2"
"23185","23185","LARP4B",26,13486,"IGIS","LARP4B"
"23186","23186","RCOR1",14,9868,"IGIS","RCOR1"
"23187","23187","PHLDB1",70,19351,"IGIS","PHLDB1"
"23189","23189","KANK1",33,14498,"IGIS","KANK1"
"2319","2319","FLOT2",15,3049,"IGIS","FLOT2"
"23190","23190","UBXN4",15,4427,"IGIS","UBXN4"
"23191","23191","CYFIP1",35,5681,"IGIS","CYFIP1"
"23192","23192","ATG4B",25,8229,"IGIS","ATG4B"
"23193","23193","GANAB",27,4310,"IGIS","GANAB"
"23194","23194","FBXL7",9,5808,"IGIS","FBXL7"
"23195","23195","MDN1",299,53347,"IGIS","MDN1"
"23196","23196","FAM120A",24,10252,"IGIS","FAM120A"
"23197","23197","FAF2",11,4515,"IGIS","FAF2"
"23198","23198","PSME4",93,13773,"IGIS","PSME4"
"23199","23199","GSE1",27,17247,"IGIS","GSE1"
"23200","23200","ATP11B",68,23187,"IGIS","ATP11B"
"23201","23201","FAM168A",37,34992,"IGIS","FAM168A"
"23203","23203","PMPCA",20,4120,"IGIS","PMPCA"
"23204","23204","ARL6IP1",6,2264,"IGIS","ARL6IP1"
"23205","23205","ACSBG1",15,3057,"IGIS","ACSBG1"
"23207","23207","PLEKHM2",22,4748,"IGIS","PLEKHM2"
"23208","23208","SYT11",5,5401,"IGIS","SYT11"
"23209","23209","MLC1",26,7583,"IGIS","MLC1"
"2321","2321","FLT1",33,12319,"IGIS","FLT1"
"23210","23210","JMJD6",8,5842,"IGIS","JMJD6"
"23211","23211","ZC3H4",20,6906,"IGIS","ZC3H4"
"23212","23212","RRS1",1,1706,"IGIS","RRS1"
"23213","23213","SULF1",29,9366,"IGIS","SULF1"
"23214","23214","XPO6",33,7503,"IGIS","XPO6"
"23215","23215","PRRC2C",79,25940,"IGIS","PRRC2C"
"23216","23216","TBC1D1",33,9960,"IGIS","TBC1D1"
"23217","23217","ZFR2",23,6592,"IGIS","ZFR2"
"23218","23218","NBEAL2",59,9911,"IGIS","NBEAL2"
"23219","23219","FBXO28",10,15459,"IGIS","FBXO28"
"2322","2322","FLT3",24,3842,"IGIS","FLT3"
"23220","23220","DTX4",21,15423,"IGIS","DTX4"
"23221","23221","RHOBTB2",18,9276,"IGIS","RHOBTB2"
"23223","23223","RRP12",34,4426,"IGIS","RRP12"
"23224","23224","SYNE2",124,24376,"IGIS","SYNE2"
"23225","23225","NUP210",63,11302,"IGIS","NUP210"
"23228","23228","PLCL2",8,5037,"IGIS","PLCL2"
"23229","23229","ARHGEF9",20,11815,"IGIS","ARHGEF9"
"2323","2323","FLT3LG",118,14097,"IGIS","FLT3LG"
"23230","23230","VPS13A",146,25297,"IGIS","VPS13A"
"23231","23231","SEL1L3",76,15934,"IGIS","SEL1L3"
"23232","23232","TBC1D12",33,15878,"IGIS","TBC1D12"
"23233","23233","EXOC6B",27,6692,"IGIS","EXOC6B"
"23234","23234","DNAJC9",7,3722,"IGIS","DNAJC9"
"23235","23235","SIK2",15,5681,"IGIS","SIK2"
"23236","23236","PLCB1",101,18577,"IGIS","PLCB1"
"23237","23237","ARC",3,2948,"IGIS","ARC"
"23239","23239","PHLPP1",17,6411,"IGIS","PHLPP1"
"2324","2324","FLT4",31,6389,"IGIS","FLT4"
"23240","23240","KIAA0922",40,5945,"IGIS","KIAA0922"
"23241","23241","PACS2",35,9115,"IGIS","PACS2"
"23242","23242","COBL",19,8788,"IGIS","COBL"
"23243","23243","ANKRD28",38,9802,"IGIS","ANKRD28"
"23244","23244","PDS5A",35,7752,"IGIS","PDS5A"
"23245","23245","ASTN2",30,9503,"IGIS","ASTN2"
"23246","23246","BOP1",16,2373,"IGIS","BOP1"
"23247","23247","KIAA0556",38,7564,"IGIS","KIAA0556"
"23248","23248","RPRD2",38,34024,"IGIS","RPRD2"
"23250","23250","ATP11A",212,53417,"IGIS","ATP11A"
"23251","23251","KIAA1024",6,13187,"IGIS","KIAA1024"
"23252","23252","OTUD3",15,10866,"IGIS","OTUD3"
"23253","23253","ANKRD12",23,15709,"IGIS","ANKRD12"
"23254","23254","KAZN",28,15059,"IGIS","KAZN"
"23255","23255","MTCL1",50,20682,"IGIS","MTCL1"
"23256","23256","SCFD1",57,5296,"IGIS","SCFD1"
"23258","23258","DENND5A",50,11620,"IGIS","DENND5A"
"23259","23259","DDHD2",117,29040,"IGIS","DDHD2"
"2326","2326","FMO1",17,4478,"IGIS","FMO1"
"23261","23261","CAMTA1",35,11365,"IGIS","CAMTA1"
"23262","23262","PPIP5K2",37,8324,"IGIS","PPIP5K2"
"23263","23263","MCF2L",78,19480,"IGIS","MCF2L"
"23264","23264","ZC3H7B",23,5928,"IGIS","ZC3H7B"
"23265","23265","EXOC7",26,9429,"IGIS","EXOC7"
"23266","23266","LPHN2",171,42077,"IGIS","LPHN2"
"23268","23268","DNMBP",19,6621,"IGIS","DNMBP"
"23269","23269","MGA",39,15811,"IGIS","MGA"
"2327","2327","FMO2",27,15588,"IGIS","FMO2"
"23270","23270","TSPYL4",1,4135,"IGIS","TSPYL4"
"23271","23271","CAMSAP2",54,22115,"IGIS","CAMSAP2"
"23272","23272","FAM208A",30,13801,"IGIS","FAM208A"
"23274","23274","CLEC16A",32,12189,"IGIS","CLEC16A"
"23275","23275","POFUT2",26,10946,"IGIS","POFUT2"
"23276","23276","KLHL18",14,5504,"IGIS","KLHL18"
"23277","23277","CLUH",31,7581,"IGIS","CLUH"
"23279","23279","NUP160",40,6976,"IGIS","NUP160"
"2328","2328","FMO3",12,2974,"IGIS","FMO3"
"23281","23281","MTUS2",15,7196,"IGIS","MTUS2"
"23283","23283","CSTF2T",1,4110,"IGIS","CSTF2T"
"23284","23284","LPHN3",29,9570,"IGIS","LPHN3"
"23285","23285","KIAA1107",9,4556,"IGIS","KIAA1107"
"23286","23286","WWC1",33,8738,"IGIS","WWC1"
"23287","23287","AGTPBP1",34,6560,"IGIS","AGTPBP1"
"23288","23288","IQCE",51,14840,"IGIS","IQCE"
"2329","2329","FMO4",12,2539,"IGIS","FMO4"
"23291","23291","FBXW11",81,27035,"IGIS","FBXW11"
"23293","23293","SMG6",31,12770,"IGIS","SMG6"
"23294","23294","ANKS1A",29,11386,"IGIS","ANKS1A"
"23295","23295","MGRN1",90,18742,"IGIS","MGRN1"
"23299","23299","BICD2",9,8726,"IGIS","BICD2"
"2330","2330","FMO5",32,9294,"IGIS","FMO5"
"23300","23300","ATMIN",10,14151,"IGIS","ATMIN"
"23301","23301","EHBP1",30,6128,"IGIS","EHBP1"
"23302","23302","WSCD1",11,6050,"IGIS","WSCD1"
"23303","23303","KIF13B",44,9059,"IGIS","KIF13B"
"23304","23304","UBR2",52,9452,"IGIS","UBR2"
"23305","23305","ACSL6",29,7533,"IGIS","ACSL6"
"23306","23306","TMEM194A",11,5771,"IGIS","TMEM194A"
"23307","23307","FKBP15",33,5354,"IGIS","FKBP15"
"23308","23308","ICOSLG",12,4734,"IGIS","ICOSLG"
"23309","23309","SIN3B",52,16355,"IGIS","SIN3B"
"2331","2331","FMOD",5,5528,"IGIS","FMOD"
